,Type strain,name,Submission Date,Submitting Organization,Geographic Location,Isolation Source,Organism,Species,Pathovar,Strain,Assembly name (Alt. strain),Taxonomy check,antA,AvrB2,AvrE1,dhoB,HopAB1,HopAF1,HopAH1,HopAS1,HopAT1,HopAU1,HopAW1,HopB4,HopBH1,HopZ1,HopD1,HopF3,HopG1,HopI1,HopK1,HopQ1,HopR1,HopW1,HopX1,HrpF,HrpG,HrpL,HrpR,HrpS,HrpT,HrpV,HrpZ,ipoB,ipoC,SctC,SctD,SctE,SctF2,SctI,SctJ,SctK,SctL,SctN,SctO,SctP,SctQa,SctQb,SctR,SctS,SctT,SctU,SctV,SctW,antB,antC,catA,catB,catC,dhoA,HopB2,ipoA,Rbp3,Rbp2,HopBK1,HopBL1,HopA1,HopAR1,HopAZ1,HopV1,HopZ2,AvrPto1,AvrRpm1,HopAG1,HopAI1,HopAM1,HopBN1,HopBP1,HopH1,HopD2,HopF1,HopF4,HopM1,HopN1,HopS2,HopY1,HopZ5,HrpZ,SctF,HopAT2,HopAA1,HopBF1,HopBI1,HopC1,HopE1,HopAD1,HopAQ1,HopBD1,HopBM1,HopL1,HopO1,HopO2,HopT1,HopU1,HopAL1,HopBC1,HopAX1,HopBA1,Rbp1,AvrA1,AvrRpt2,HopB1,HopBO1,HopBE1,AvrB1,HopH2,HopBG1,HopBQ1,HopZ4,HopB3,HopAT3,HopBJ1
629,FALSE,GCF_019688795.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-06T2,ASM1968879v1,OK,2,0,1,12,1,1,3,1,3,0,0,2,0,0,1,0,0,1,1,0,1,2,1,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
630,FALSE,GCF_019688805.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-04T2B,ASM1968880v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
631,FALSE,GCF_019688825.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-06T1,ASM1968882v1,OK,2,0,1,12,1,1,3,1,3,0,0,2,0,0,1,0,0,1,1,0,1,2,1,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
632,FALSE,GCF_019688855.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-04T2A,ASM1968885v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
633,FALSE,GCF_019688875.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-03T6,ASM1968887v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
634,FALSE,GCF_019688895.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-02T2A,ASM1968889v1,OK,2,0,1,12,1,1,3,1,2,0,1,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
635,FALSE,GCF_019688915.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-02T10A,ASM1968891v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
636,FALSE,GCF_019688935.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-03T12,ASM1968893v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,0,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
637,FALSE,GCF_019688955.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-01T31C,ASM1968895v1,OK,2,0,1,12,1,1,3,1,4,0,0,2,0,0,0,0,0,1,1,1,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
638,FALSE,GCF_019688965.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-01T30A,ASM1968896v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,1,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
639,FALSE,GCF_019688995.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-01T23B2,ASM1968899v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
640,FALSE,GCF_019689015.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-00T4A,ASM1968901v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
641,FALSE,GCF_019689035.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-00T2C,ASM1968903v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,1,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
642,FALSE,GCF_019689055.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-00T3A,ASM1968905v1,OK,2,0,1,12,1,1,3,1,3,0,0,2,0,0,1,0,0,1,1,0,1,2,1,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
643,FALSE,GCF_019689075.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,fruit,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-99T7A,ASM1968907v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
644,FALSE,GCF_019689095.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,fruit,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-99T5A,ASM1968909v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
645,FALSE,GCF_019689115.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-99T2A,ASM1968911v1,OK,2,0,1,12,1,1,3,1,1,0,0,2,0,0,0,0,0,0,0,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
646,FALSE,GCF_019689135.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-99T3A,ASM1968913v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
647,FALSE,GCF_019689155.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-98-1,ASM1968915v1,OK,2,0,1,13,1,1,3,1,2,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,1,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,1,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
648,FALSE,GCF_019689165.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-98-2,ASM1968916v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,1,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
649,FALSE,GCF_019689195.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-97T24A,ASM1968919v1,OK,2,0,1,12,1,1,3,1,1,0,0,2,0,0,1,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
650,FALSE,GCF_019689215.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-97T23A,ASM1968921v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,1,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
651,FALSE,GCF_019689235.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-96-3,ASM1968923v1,OK,2,0,1,12,1,1,3,1,1,0,0,2,0,0,1,0,0,1,0,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
652,FALSE,GCF_019689255.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-96-2,ASM1968925v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
653,FALSE,GCF_019689265.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-95-2,ASM1968926v1,OK,2,0,1,12,1,1,3,1,1,0,0,2,0,0,0,0,0,1,0,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
654,FALSE,GCF_019689295.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-95-1,ASM1968929v1,OK,2,0,1,12,1,1,3,1,1,0,0,2,0,0,1,0,0,1,0,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
655,FALSE,GCF_019689315.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-94-2,ASM1968931v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,0,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
656,FALSE,GCF_019689335.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-94-1,ASM1968933v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
657,FALSE,GCF_019689355.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,stem,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-92-7,ASM1968935v1,OK,2,0,1,12,1,1,3,1,3,0,0,2,0,0,1,0,0,1,1,0,1,2,1,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
658,FALSE,GCF_019689375.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,leaf,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-93-1,ASM1968937v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,0,1,1,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
659,FALSE,GCF_019689395.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,stem,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-92-3,ASM1968939v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
660,FALSE,GCF_019689405.1,8/19/21,Ottawa Research and Development Center,Canada: Ontario,fruit,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,Pst-DC-92-1,ASM1968940v1,OK,2,0,1,12,1,1,3,1,2,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
661,FALSE,GCF_019718815.1,8/22/21,Yunnan Academy of Tobacco Agriculture Science,China: Yunnan,missing,Pseudomonas cichorii (g-proteobacteria),cichorii,missing,WSXC14,ASM1971881v1,Inconclusive,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,5,0,1,1,1,0,1,1,1,0,0,1,0,1,4,0,0,1,0,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,FALSE,GCF_019718835.1,8/22/21,Yunnan Academy of Tobacco Agriculture Science,China: Yunnan,missing,Pseudomonas cichorii (g-proteobacteria),cichorii,missing,LJDD19,ASM1971883v1,Inconclusive,1,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,5,0,1,0,1,0,1,1,1,0,0,1,0,1,4,0,0,1,0,2,1,1,2,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,FALSE,GCF_019718855.1,8/22/21,Yunnan Academy of Tobacco Agriculture Science,China: Yunnan,missing,Pseudomonas cichorii (g-proteobacteria),cichorii,missing,LJDD02,ASM1971885v1,Inconclusive,1,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,0,1,1,1,0,1,1,0,0,0,1,0,1,4,0,0,1,0,2,1,1,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,FALSE,GCF_019718875.1,8/22/21,Yunnan Academy of Tobacco Agriculture Science,China: Yunnan,missing,Pseudomonas cichorii (g-proteobacteria),cichorii,missing,LJDD03,ASM1971887v1,Inconclusive,1,0,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5,0,1,1,1,0,1,1,1,0,0,1,0,1,5,0,0,1,0,3,1,1,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,FALSE,GCF_019718895.1,8/22/21,Yunnan Academy of Tobacco Agriculture Science,China: Yunnan,missing,Pseudomonas cichorii (g-proteobacteria),cichorii,missing,LJDD01,ASM1971889v1,Inconclusive,1,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5,0,1,1,1,0,1,1,1,0,0,1,0,1,4,0,0,1,0,2,1,1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,FALSE,GCF_019718915.1,8/22/21,Yunnan Academy of Tobacco Agriculture Science,China: Yunnan,missing,Pseudomonas cichorii (g-proteobacteria),cichorii,missing,LJ1,ASM1971891v1,Inconclusive,1,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,0,1,1,1,0,1,1,1,0,0,1,0,1,5,0,0,1,0,3,1,1,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
