,Unnamed: 0,Type strain,name,Submission Date,Submitting Organization,Geographic Location,Isolation Source,Organism,Species,Pathovar,Strain,Assembly name (Alt. strain),Taxonomy check,antA,AvrB2,AvrE1,dhoB,HopAB1,HopAF1,HopAH1,HopAS1,HopAT1,HopAU1,HopAW1,HopB4,HopBH1,HopZ1,HopD1,HopF3,HopG1,HopI1,HopK1,HopQ1,HopR1,HopW1,HopX1,HrpF,HrpG,HrpL,HrpR,HrpS,HrpT,HrpV,HrpZ,ipoB,ipoC,SctC,SctD,SctE,SctF2,SctI,SctJ,SctK,SctL,SctN,SctO,SctP,SctQa,SctQb,SctR,SctS,SctT,SctU,SctV,SctW,antB,antC,catA,catB,catC,dhoA,HopB2,ipoA,Rbp3,Rbp2,HopBK1,HopBL1,HopA1,HopAR1,HopAZ1,HopV1,HopZ2,AvrPto1,AvrRpm1,HopAG1,HopAI1,HopAM1,HopBN1,HopBP1,HopH1,HopD2,HopF1,HopF4,HopM1,HopN1,HopS2,HopY1,HopZ5,HrpZ.1,SctF,HopAT2,HopAA1,HopBF1,HopBI1,HopC1,HopE1,HopAD1,HopAQ1,HopBD1,HopBM1,HopL1,HopO1,HopO2,HopT1,HopU1,HopAL1,HopBC1,HopAX1,HopBA1,Rbp1,AvrA1,AvrRpt2,HopB1,HopBO1,HopBE1,AvrB1,HopH2,HopBG1,HopBQ1,HopZ4,HopB3,HopAT3,HopBJ1,ANI_80,ANI_81,ANI_82,ANI_83,ANI_84,ANI_85,ANI_86,ANI_87,ANI_88,ANI_89,ANI_90,ANI_91,ANI_92,ANI_93,ANI_94,ANI_95,ANI_96,ANI_97,ANI_98,ANI_99
418,418,FALSE,GCF_003700675.1,10/30/18,University of Toronto,USA,missing,Pseudomonas syringae pv. pisi (g-proteobacteria),syringae,pisi,ICMP-2788,ASM370067v1,OK,1,1,1,9,0,1,2,0,1,0,0,2,0,0,0,0,0,1,1,0,1,1,1,1,1,1,13,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaab,aaaaabaaaaba,aaaaabaaaabaa,aaaaabaaaabaaa,aaaaabaaaabaaaa,aaaaabaaaabaaaaa,aaaaabaaaabaaaaaa,aaaaabaaaabaaaaaaa,aaaaabaaaabaaaaaaab,aaaaabaaaabaaaaaaabf
419,419,FALSE,GCF_003700765.1,10/30/18,University of Toronto,United Kingdom: Norfolk,missing,Pseudomonas syringae pv. maculicola (g-proteobacteria),syringae,maculicola,ICMP-2744,ASM370076v1,OK,2,0,1,13,1,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,17,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaaa,aaaaabaabaaaaaaaaa,aaaaabaabaaaaaaaaaa,aaaaabaabaaaaaaaaaae
420,420,FALSE,GCF_003700805.1,10/30/18,University of Toronto,United Kingdom,missing,Pseudomonas syringae pv. persicae (g-proteobacteria),syringae,persicae,ICMP-3706,ASM370080v1,Inconclusive,1,1,1,12,2,0,1,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,2,1,1,14,8,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,2,3,2,2,3,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaaa,aaaaabaaaaaa,aaaaabaaaaaaa,aaaaabaaaaaaaa,aaaaabaaaaaaaaa,aaaaabaaaaaaaaaa,aaaaabaaaaaaaaaaa,aaaaabaaaaaaaaaaab,aaaaabaaaaaaaaaaaba,aaaaabaaaaaaaaaaabaa
421,421,FALSE,GCF_003700975.1,10/30/18,University of Toronto,New Zealand: Te Puke,missing,Pseudomonas syringae pv. berberidis (g-proteobacteria),syringae,berberidis,ICMP-13291,ASM370097v1,OK,2,0,1,11,1,1,3,1,0,0,1,2,0,0,4,0,1,0,0,1,1,1,1,1,1,1,15,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,1,1,0,0,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaaa,aaaaabaabaaaaaaaaa,aaaaabaabaaaaaaaaaa,aaaaabaabaaaaaaaaaad
422,422,FALSE,GCF_003701015.1,10/30/18,University of Toronto,New Zealand: Te Puke,missing,Pseudomonas syringae pv. actinidiae (g-proteobacteria),syringae,actinidiae,ICMP-19589,ASM370101v1,Inconclusive,1,0,1,11,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,14,7,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaaa,aaaaabaaaaaa,aaaaabaaaaaaa,aaaaabaaaaaaaa,aaaaabaaaaaaaaa,aaaaabaaaaaaaaaa,aaaaabaaaaaaaaaaa,aaaaabaaaaaaaaaaab,aaaaabaaaaaaaaaaaba,aaaaabaaaaaaaaaaabac
423,423,FALSE,GCF_003701035.1,10/30/18,University of Toronto,New Zealand: Rukuhia,missing,Pseudomonas savastanoi pv. glycinea (g-proteobacteria),savastanoi,glycinea,ICMP-5559,ASM370103v1,OK,1,0,1,9,1,1,1,1,2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,14,6,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaaa,aaaaabaaaaaa,aaaaabaaaaaaa,aaaaabaaaaaaaa,aaaaabaaaaaaaaa,aaaaabaaaaaaaaaa,aaaaabaaaaaaaaaaa,aaaaabaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaab
424,424,FALSE,GCF_003701045.1,10/30/18,University of Toronto,New Zealand: Ruakura,missing,Pseudomonas savastanoi pv. glycinea (g-proteobacteria),savastanoi,glycinea,ICMP-4181,ASM370104v1,OK,1,0,1,9,1,1,1,1,2,1,1,1,1,1,1,0,1,1,0,1,1,2,1,1,1,1,14,6,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaaa,aaaaabaaaaaa,aaaaabaaaaaaa,aaaaabaaaaaaaa,aaaaabaaaaaaaaa,aaaaabaaaaaaaaaa,aaaaabaaaaaaaaaaa,aaaaabaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaad
425,425,FALSE,GCF_003701095.1,10/30/18,University of Toronto,New Zealand: Ruakura,missing,Pseudomonas savastanoi pv. glycinea (g-proteobacteria),savastanoi,glycinea,ICMP-4182,ASM370109v1,OK,1,0,1,9,1,1,1,1,2,1,1,1,1,1,1,0,1,1,0,1,1,2,1,1,1,1,14,6,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaaa,aaaaabaaaaaa,aaaaabaaaaaaa,aaaaabaaaaaaaa,aaaaabaaaaaaaaa,aaaaabaaaaaaaaaa,aaaaabaaaaaaaaaaa,aaaaabaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaac
426,426,FALSE,GCF_003701105.1,10/30/18,University of Toronto,New Zealand: Otara,missing,Pseudomonas syringae pv. berberidis (g-proteobacteria),syringae,berberidis,ICMP-4065,ASM370110v1,OK,2,0,1,12,1,1,3,1,1,0,1,2,0,0,2,0,1,0,0,0,1,0,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,1,1,0,0,0,1,1,1,1,1,0,1,0,0,2,0,1,1,0,0,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaaa,aaaaabaabaaaaaaaaa,aaaaabaabaaaaaaaaaa,aaaaabaabaaaaaaaaaad
427,427,FALSE,GCF_003701175.1,10/30/18,University of Toronto,New Zealand: Mangere,missing,Pseudomonas syringae pv. tomato (g-proteobacteria),syringae,tomato,ICMP-7230,ASM370117v1,OK,2,0,1,12,1,1,3,1,2,0,1,2,0,0,0,0,0,0,1,1,1,2,0,1,1,1,16,6,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaaa,aaaaabaabaaaaaaaaa,aaaaabaabaaaaaaaaaa,aaaaabaabaaaaaaaaaac
428,428,FALSE,GCF_003701185.1,10/30/18,University of Toronto,New Zealand: Otago,missing,Pseudomonas amygdali pv. mori (g-proteobacteria),amygdali,mori,ICMP-535,ASM370118v1,OK,1,1,1,12,1,1,0,1,0,0,0,1,0,0,3,0,2,1,0,1,1,1,2,1,1,1,14,7,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaaa,aaaaabaaaaaa,aaaaabaaaaaaa,aaaaabaaaaaaaa,aaaaabaaaaaaaaa,aaaaabaaaaaaaaaa,aaaaabaaaaaaaaaaa,aaaaabaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaae
429,429,FALSE,GCF_003701315.1,10/30/18,University of Toronto,New Zealand: Hastings,missing,Pseudomonas syringae pv. helianthi (g-proteobacteria),syringae,helianthi,ICMP-3549,ASM370131v1,OK,1,0,1,9,1,0,3,0,1,0,0,1,0,0,3,0,0,1,0,1,1,1,0,1,1,1,15,7,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,2,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaab,aaaaabaaaaba,aaaaabaaaabaa,aaaaabaaaabaaa,aaaaabaaaabaaaa,aaaaabaaaabaaaaa,aaaaabaaaabaaaaaa,aaaaabaaaabaaaaaaa,aaaaabaaaabaaaaaaab,aaaaabaaaabaaaaaaabb
430,430,FALSE,GCF_003701335.1,10/30/18,University of Toronto,New Zealand: Earnscleugh,missing,Pseudomonas amygdali pv. ulmi (g-proteobacteria),amygdali,ulmi,ICMP-5931,ASM370133v1,OK,2,0,1,11,2,2,1,1,2,1,1,1,1,1,2,0,1,1,0,1,1,2,0,2,1,1,14,6,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,3,1,2,3,3,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaaa,aaaaabaaaaaa,aaaaabaaaaaaa,aaaaabaaaaaaaa,aaaaabaaaaaaaaa,aaaaabaaaaaaaaaa,aaaaabaaaaaaaaaaa,aaaaabaaaaaaaaaaaa,aaaaabaaaaaaaaaaaab,aaaaabaaaaaaaaaaaabb
431,431,FALSE,GCF_003701365.1,10/30/18,University of Toronto,New Zealand: Earnscleugh,missing,Pseudomonas syringae pv. persicae (g-proteobacteria),syringae,persicae,ICMP-5786,ASM370136v1,OK,2,1,1,11,3,1,3,1,1,1,0,2,0,0,2,0,1,1,1,1,1,1,1,1,1,1,13,7,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,2,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaaa,aaaaabaabaaaaaaaaa,aaaaabaabaaaaaaaaaa,aaaaabaabaaaaaaaaaae
432,432,FALSE,GCF_003701405.1,10/30/18,University of Toronto,New Zealand: Ashburton,missing,Pseudomonas syringae pv. coriandricola (g-proteobacteria),syringae,coriandricola,ICMP-9625,ASM370140v1,OK,2,0,1,12,1,0,3,1,2,1,0,2,0,0,1,0,0,0,0,0,1,2,0,1,1,1,14,7,1,1,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaaa,aaaaabaabaaaaaaaaa,aaaaabaabaaaaaaaaaa,aaaaabaabaaaaaaaaaac
433,433,FALSE,GCF_003701515.1,10/30/18,University of Toronto,Malawi,missing,Pseudomonas savastanoi pv. glycinea (g-proteobacteria),savastanoi,glycinea,ICMP-9923,ASM370151v1,OK,2,1,1,10,2,1,1,1,2,1,0,1,1,0,1,1,2,1,0,1,0,2,1,1,1,1,13,7,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaaa,aaaaabaaaaaa,aaaaabaaaaaaa,aaaaabaaaaaaaa,aaaaabaaaaaaaaa,aaaaabaaaaaaaaaa,aaaaabaaaaaaaaaaa,aaaaabaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaab
434,434,FALSE,GCF_003701815.1,10/30/18,University of Toronto,Japan: Japan,missing,Pseudomonas amygdali pv. lachrymans (g-proteobacteria),amygdali,lachrymans,N7512,ASM370181v1,OK,1,0,1,10,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,2,0,1,1,1,15,7,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaaa,aaaaabaaaaaa,aaaaabaaaaaaa,aaaaabaaaaaaaa,aaaaabaaaaaaaaa,aaaaabaaaaaaaaaa,aaaaabaaaaaaaaaaa,aaaaabaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaag
435,435,FALSE,GCF_003701825.1,10/30/18,University of Toronto,Japan: Ibaraki,missing,Pseudomonas savastanoi pv. phaseolicola (g-proteobacteria),savastanoi,phaseolicola,KN86,ASM370182v1,OK,1,2,1,10,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,14,7,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaaa,aaaaabaaaaaa,aaaaabaaaaaaa,aaaaabaaaaaaaa,aaaaabaaaaaaaaa,aaaaabaaaaaaaaaa,aaaaabaaaaaaaaaaa,aaaaabaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaab
436,436,FALSE,GCF_003702045.1,10/30/18,University of Toronto,"Iran: (Islamic Republic of) Sari, Mazandaran",missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,ICMP-19473,ASM370204v1,Inconclusive,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13,9,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaaa,aaaaaaa,aaaaaaaa,aaaaaaaaa,aaaaaaaaab,aaaaaaaaaba,aaaaaaaaabaa,aaaaaaaaabaaa,aaaaaaaaabaaaa,aaaaaaaaabaaaaa,aaaaaaaaabaaaaaa,aaaaaaaaabaaaaaaa,aaaaaaaaabaaaaaaaa,aaaaaaaaabaaaaaaaaa,aaaaaaaaabaaaaaaaaaa
437,437,FALSE,GCF_003702085.1,10/30/18,University of Toronto,India,missing,Pseudomonas amygdali pv. sesami (g-proteobacteria),amygdali,sesami,ICMP-4995,ASM370208v1,OK,0,0,1,10,2,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,14,7,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaaa,aaaaabaaaaaa,aaaaabaaaaaaa,aaaaabaaaaaaaa,aaaaabaaaaaaaaa,aaaaabaaaaaaaaaa,aaaaabaaaaaaaaaaa,aaaaabaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaae
438,438,FALSE,GCF_003702155.1,10/30/18,University of Toronto,Hungary,missing,Pseudomonas amygdali pv. lachrymans (g-proteobacteria),amygdali,lachrymans,ICMP-3402,ASM370215v1,OK,1,1,1,10,1,1,2,1,3,0,1,1,1,0,0,0,0,1,0,0,0,2,0,1,1,1,14,7,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaaa,aaaaabaaaaaa,aaaaabaaaaaaa,aaaaabaaaaaaaa,aaaaabaaaaaaaaa,aaaaabaaaaaaaaaa,aaaaabaaaaaaaaaaa,aaaaabaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaae
439,439,FALSE,GCF_003702295.1,10/30/18,University of Toronto,India: Vallabhnagar,missing,Pseudomonas amygdali pv. sesami (g-proteobacteria),amygdali,sesami,ICMP-3386,ASM370229v1,OK,1,1,1,11,2,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,14,6,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaaa,aaaaabaaaaaa,aaaaabaaaaaaa,aaaaabaaaaaaaa,aaaaabaaaaaaaaa,aaaaabaaaaaaaaaa,aaaaabaaaaaaaaaaa,aaaaabaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaa,aaaaabaaaaaaaaaaaaac
440,440,FALSE,GCF_003702425.1,10/30/18,University of Toronto,France,missing,Pseudomonas syringae pv. apii (g-proteobacteria),syringae,apii,ICMP-11947,ASM370242v1,Inconclusive,1,0,1,9,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,1,14,7,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaab,aaaaabaaaaba,aaaaabaaaabaa,aaaaabaaaabaaa,aaaaabaaaabaaaa,aaaaabaaaabaaaab,aaaaabaaaabaaaaba,aaaaabaaaabaaaabaa,aaaaabaaaabaaaabaaa,aaaaabaaaabaaaabaaac
